Course,Sect,Professor Name,Total,A,A-,A+,B,B-,B+,C,C-,C+,D,D-,D+,Fs,Withdraw,Other
CHEM242,6322,"Friedman, Lee",17,1,4,0,2,2,4,0,0,0,0,0,0,0,0,4
CHEM242,6323,"Friedman, Lee",17,1,6,0,2,0,2,0,0,1,0,0,0,0,0,5
CHEM242,6331,"Friedman, Lee",18,1,1,0,1,5,2,1,0,1,0,0,0,0,0,6
CHEM242,6332,"Friedman, Lee",14,0,3,0,2,0,2,0,0,1,0,0,0,0,0,6
CHEM242,6333,"Friedman, Lee",18,2,7,0,1,0,2,0,0,0,0,0,0,0,0,6
CHEM242,6341,"Friedman, Lee",18,0,6,0,1,2,2,0,0,0,0,0,0,0,1,6
CHEM242,6422,"Friedman, Lee",18,1,9,0,1,0,3,0,0,1,0,0,0,0,0,3
CHEM242,6423,"Friedman, Lee",18,1,5,1,0,0,3,0,0,1,0,0,0,0,1,6
CHEM242,6431,"Friedman, Lee",18,2,2,0,1,1,3,0,0,0,0,0,0,0,0,9
CHEM242,6432,"Friedman, Lee",18,1,3,0,4,4,2,0,0,1,0,0,0,0,0,3
CHEM242,6433,"Friedman, Lee",18,1,3,1,3,1,2,1,0,2,0,0,0,0,0,4
CHEM242,SES1,"Friedman, Lee",19,1,2,0,3,4,6,0,0,0,0,0,0,0,2,1
CHEM271,2122,"Dixon, Bonnie Lynn",36,8,1,4,5,0,3,0,0,0,0,0,0,3,2,10
CHEM271,2124,,34,4,1,2,4,0,2,1,0,1,0,0,0,1,3,15
CHEM271,2125,,38,8,0,4,6,1,3,0,0,0,0,0,0,0,6,10
CHEM271,2142,,23,5,1,3,5,1,0,1,0,0,0,0,0,0,0,7
CHEM271,2144,,35,2,0,3,8,1,3,1,0,0,0,0,0,3,7,7
CHEM271,2145,,38,3,1,3,4,0,8,1,0,2,0,0,0,1,4,11
CHEM271,2224,"Kahn, Jason D.",38,7,1,1,13,0,4,0,0,1,0,0,0,0,1,10
CHEM271,2227,,30,9,4,2,6,1,1,0,1,0,0,0,0,0,0,6
CHEM271,2228,,33,4,2,0,11,2,2,0,0,0,0,0,0,1,0,11
CHEM271,2244,,38,11,4,0,7,1,2,1,0,2,0,0,0,0,1,9
CHEM271,2247,,34,9,0,0,8,0,3,1,0,1,0,0,0,0,0,12
CHEM271,2248,,36,8,3,0,9,1,3,1,0,0,0,0,0,0,0,11
CHEM272,8111,"Schech, Amanda J.",10,0,6,0,3,0,0,0,0,0,0,0,0,0,1,0
CHEM272,8122,,21,2,5,0,1,0,5,0,0,2,0,0,0,0,2,4
CHEM272,8132,,24,4,5,0,4,0,2,1,0,0,0,0,0,1,0,7
CHEM272,8211,,21,2,5,2,5,1,3,1,0,0,0,0,0,0,0,2
CHEM272,8222,,25,7,6,0,4,1,2,0,0,0,0,0,0,0,2,3
CHEM272,8231,,24,5,8,0,1,3,4,0,0,0,0,0,0,0,0,3
CHEM272,8311,,22,2,6,0,1,2,4,0,1,1,0,0,0,0,1,4
CHEM272,8321,,23,4,7,1,3,1,2,1,0,0,0,0,0,0,1,3
CHEM272,8331,,23,1,12,1,3,2,1,0,0,0,0,0,0,1,0,2
CHEM272,8431,,24,6,8,2,2,0,2,0,0,0,0,0,0,0,0,4
CHEM272,8521,,23,3,11,0,1,3,3,1,0,0,0,0,0,0,0,1
CHEM272,9112,"Schech, Amanda J.",8,1,0,0,1,1,2,0,0,0,0,0,0,0,0,3
CHEM272,9121,,23,0,2,0,3,2,2,0,1,1,0,0,0,0,0,12
CHEM272,9131,,24,2,4,1,3,4,5,0,0,0,0,0,0,0,0,5
CHEM272,9212,,20,4,6,0,2,1,5,0,0,0,0,0,0,0,1,1
CHEM272,9221,,24,3,7,1,3,1,3,0,0,0,0,0,0,0,1,5
CHEM272,9232,,24,4,9,0,1,2,3,0,0,0,0,0,0,0,0,5
CHEM272,9322,,19,4,5,0,2,1,0,0,0,0,0,0,0,0,0,7
CHEM272,9332,,24,1,6,0,3,2,5,0,0,0,0,0,0,0,0,7
CHEM272,9421,,23,7,9,2,1,1,2,0,0,0,0,0,0,0,0,1
CHEM272,9422,,23,3,11,3,1,3,1,0,0,0,0,0,0,0,1,0
CHEM272,9432,,22,4,10,0,1,1,1,0,0,0,0,0,0,0,0,5
CHEM272,9531,,25,4,2,2,1,1,1,0,0,1,0,0,0,0,3,10
CHEM272,SES1,"Schech, Amanda J.",5,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0
CHEM276,224,"Fourkas, John T.",28,18,3,1,2,0,4,0,0,0,0,0,0,0,0,0
CHEM276,225,,11,4,4,1,0,0,1,0,0,0,0,0,0,0,0,1
CHEM277,8111,"Kahn, Jason D.",18,7,1,2,2,1,4,1,0,0,0,0,0,0,0,0
CHEM277,8121,,18,8,2,0,2,1,2,0,0,0,0,0,0,0,0,3
CHEM277,8122,,18,4,1,1,6,0,1,0,0,0,0,0,0,0,0,5
CHEM277,8131,,7,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0
CHEM395,101,"Reutt-Robey, Janice",107,0,0,0,0,0,0,0,0,0,0,0,0,0,1,106
CHEM401,101,"Sita, Lawrence R.",63,20,3,2,11,1,3,0,0,0,0,0,0,0,0,23
CHEM425,101,"White, Natalia L.",12,4,0,0,3,0,0,0,0,0,0,0,0,0,0,5
CHEM425,102,,12,6,0,1,1,0,0,0,0,0,0,0,0,0,0,4
CHEM425,104,,10,2,0,0,1,0,0,0,0,0,0,0,0,0,0,7
CHEM425,105,,9,1,0,0,3,0,0,0,0,0,0,0,0,0,0,5
CHEM425,109,,8,1,0,1,1,0,0,0,0,0,0,0,0,0,1,4
CHEM481,101,"Wang, YuHuang",53,8,7,2,6,1,10,0,0,0,0,0,0,0,2,17
CHEM482,101,"Griffith, Elizabeth Campbell",53,16,5,3,6,0,1,1,0,0,0,0,0,0,3,18
CHEM483,102,"Stone, Earle",16,2,7,0,1,1,3,0,0,0,0,0,0,0,0,2
CHEM483,103,,17,7,5,2,1,0,1,0,0,0,0,0,0,0,1,0
CHEM483,104,,16,3,6,0,0,1,2,0,0,0,0,0,0,0,0,4
CHEM484,101,"Stone, Earle",12,1,4,0,0,1,4,0,0,0,0,0,0,0,0,2
CHEM484,103,,11,1,1,0,0,0,2,0,0,0,0,0,0,0,1,6
CHEM602,101,"Rodriguez, Efrain E.",7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1
CHEM608V,101,"Vedernikov, Andrei",8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6
CHEM623,101,"Blough, Neil V.",10,3,1,0,1,0,2,0,0,0,0,0,0,0,0,3
CHEM647,101,"Davis, Jeffery T.",8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CHEM687,101,"Tiwary, Pratyush",19,8,1,2,0,0,5,0,0,0,0,0,0,1,1,1
CHEM703,101,"Jarzynski, Christopher",42,19,6,1,0,0,0,0,0,0,0,0,0,0,0,16
CHEM705,101,"Mignerey, Alice C.",5,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1
CHEM889D,101,"DeShong, Philip R.",6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
CHEM889E,101,"Tiwary, Pratyush",6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
CHEM899,6101,"Lee, Sangbok",6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
CHIN102,101,"Hu, Guiling",16,5,3,1,0,1,1,0,0,0,0,0,0,0,0,5
CHIN102,201,"Hu, Guiling",12,4,2,1,0,0,0,0,0,0,0,0,0,0,1,4
CHIN103,101,"Lee-Heitz, Jungjung",15,2,4,1,0,0,2,0,0,1,0,0,0,0,0,5
CHIN103,201,"Hu, Guiling",12,6,1,1,0,0,0,0,0,0,0,0,0,0,0,4
CHIN203,101,"Kong, Mei",10,1,1,0,2,0,1,0,0,0,0,0,0,0,1,4
CHIN203,201,"Kong, Mei",16,6,3,0,0,0,0,0,0,0,0,0,0,0,1,6
CHIN204,101,"Lee-Heitz, Jungjung",15,4,1,0,0,0,0,0,0,0,0,0,0,0,0,10
CHIN204,201,"Lee-Heitz, Jungjung",10,1,2,0,1,0,4,0,0,0,0,0,0,0,1,1
CHIN302,101,"Hu, Guiling",12,5,1,1,0,0,2,0,0,1,0,0,0,0,0,2
CHIN302,201,"Wang, Yuli",14,6,3,0,0,0,2,0,0,0,0,0,0,0,0,3
CHIN306,101,"Lee-Heitz, Jungjung",6,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1
CHIN315,101,"Liu, Ying Xue",10,1,0,2,0,1,0,0,0,0,0,0,0,0,2,4
CHIN331,101,"Wang, Yuli",21,5,4,0,0,0,5,0,0,0,0,0,0,0,0,7
CHIN402,101,"Wang, Yuli",7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1
CHIN402,201,"Kong, Mei",11,3,3,0,1,1,1,0,0,0,0,0,0,0,0,2
CHIN403,101,"Kong, Mei",12,2,1,2,1,0,0,0,0,0,0,0,0,0,0,6
CHIN418M,101,"Liu, Ying Xue",6,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2
CHIN429G,101,"Zhou, Minglang",14,3,0,0,1,1,2,0,0,0,0,0,0,0,0,7
CHIN441,101,"Schonebaum, Andrew",10,4,1,0,0,0,0,0,0,0,0,0,0,0,1,4
CHPH718I,201,"Jarzynski, Christopher",6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CLAS170,101,"Bravo, Jorge J.",19,6,2,1,0,1,2,0,0,0,0,0,0,0,0,7
CLAS170,102,,19,5,4,1,0,1,1,0,0,0,0,0,0,0,0,7
CLAS170,103,,20,8,3,0,1,1,0,0,0,1,0,0,0,0,1,5
CLAS170,104,,15,5,1,1,2,0,2,0,0,0,0,0,0,1,0,3
CLAS170,105,,19,6,3,1,0,0,5,0,0,0,0,0,0,1,0,3
CLAS170,106,,21,12,2,4,0,0,1,0,0,0,0,0,0,0,0,2
CLAS170,107,,18,5,1,9,0,0,1,0,0,0,0,0,0,0,1,1
CLAS170,108,,21,5,2,5,1,0,1,0,0,0,0,0,0,2,1,4
CLAS170,109,,20,4,2,4,3,0,1,1,0,0,0,0,0,0,1,4
CLAS289A,101,"Adler, Eric",24,7,7,2,1,1,2,0,0,0,0,0,0,1,0,3
CLAS289A,102,,25,7,7,1,1,0,1,0,0,0,0,0,0,0,1,7
CLAS289A,103,,24,6,8,0,2,0,0,0,0,0,0,0,0,0,0,8
CLAS289A,104,,23,10,6,0,0,0,2,0,0,0,0,0,0,0,1,4
CLAS289A,105,,25,7,5,2,0,0,2,0,0,0,0,0,0,1,0,8
CLAS289A,106,,24,2,9,2,1,0,3,0,0,0,0,0,0,0,0,7
CLAS309B,101,,35,9,3,1,1,0,0,0,0,0,0,0,0,2,2,17
CLAS470,101,"Doherty, Lillian E.",27,5,5,6,2,0,1,0,0,0,0,0,0,1,1,6
CLFS665,PL01,"Shofner, Marcia A.",5,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
CLFS690,PL01,"Jollie, David R.",5,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0
CMLT235,101,"Beaulieu, Steve Joseph",7,1,0,0,1,0,1,0,0,0,0,0,0,0,1,3
CMLT270,201,"Vera, Nancy",24,2,6,3,0,1,1,0,0,0,0,0,0,2,1,8
CMLT270,301,"Faradji, Sara",30,11,5,3,1,0,3,0,0,0,0,0,0,0,1,6
CMLT275,101,"Davis, Brian neil",30,13,5,0,0,0,3,0,0,0,0,0,0,2,0,7
CMLT275,201,"Allan, Keisha",22,17,3,0,0,0,0,0,0,0,0,0,0,0,1,1
CMLT280,101,"Arsenjuk, Luka",25,20,1,0,0,0,0,0,0,0,0,0,0,0,2,2
CMLT280,102,,25,22,0,0,1,0,0,0,0,0,0,0,0,1,0,1
CMLT280,103,,25,19,2,2,0,0,0,0,0,0,0,0,0,1,0,1
CMLT280,104,,25,16,3,1,0,1,1,0,0,0,0,0,0,2,0,1
CMLT398D,201,"Robinson, Eugene S.",28,4,0,19,0,0,0,0,0,0,0,0,0,0,0,5
CMLT398F,101,"Infante, Chad B",19,11,1,0,0,0,0,0,0,0,0,0,0,0,0,7
CMLT679A,101,"Wang, Orrin",7,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2
CMSC122,101,"Manly, Jennifer N",102,42,6,19,4,1,1,0,0,1,0,0,0,3,4,21
CMSC131,101,"Sadeghian, Pedram",13,1,0,4,1,1,1,0,0,0,0,0,0,2,0,3
CMSC131,102,,27,4,1,4,3,3,2,0,0,0,0,0,0,3,2,5
CMSC131,103,,15,2,1,1,1,0,1,0,0,1,0,0,0,1,4,3
CMSC131,104,,6,2,0,2,0,0,0,0,0,0,0,0,0,1,0,1
CMSC131,202,,29,4,2,6,0,0,2,0,0,0,0,0,0,2,5,8
CMSC131,203,,12,1,0,2,0,0,1,0,0,0,0,0,0,0,2,6
CMSC131,204,,7,0,2,2,0,0,0,0,0,0,0,0,0,1,0,2
CMSC131,205,,5,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2
CMSC131,301,"Padua-Perez, Nelson",22,3,3,7,0,0,1,0,0,0,0,0,0,1,1,6
CMSC131,302,,34,3,3,9,1,0,3,1,0,0,0,0,0,0,3,11
CMSC131,303,,31,1,2,12,1,1,0,0,0,0,0,0,0,2,5,7
CMSC131,304,,37,5,2,9,3,0,1,0,0,0,0,0,0,2,3,12
CMSC131,305,,23,4,4,10,0,0,0,0,0,0,0,0,0,1,3,1
CMSC131,306,,25,3,2,6,1,1,4,0,0,1,0,0,0,0,1,6
CMSC131,307,,26,1,4,5,0,0,2,0,0,0,0,0,0,2,3,9
CMSC131,401,"Padua-Perez, Nelson",27,4,4,7,0,1,1,0,0,0,0,0,0,1,6,3
CMSC131,402,,27,7,0,10,0,1,1,0,0,1,0,0,0,1,3,3
CMSC131,403,,28,9,2,9,0,0,2,0,0,0,0,0,0,1,4,1
CMSC131,404,,27,2,0,12,2,1,2,0,0,0,0,0,0,1,5,2
CMSC131,405,,28,3,0,10,0,0,1,0,0,0,0,0,0,2,3,9
CMSC132,101,"Herman, Laurence Alan",35,7,0,2,2,0,0,0,0,0,0,0,0,5,0,19
CMSC132,102,,35,2,0,1,2,0,0,0,0,1,0,0,0,4,4,21
CMSC132,103,,36,7,2,2,1,0,2,0,0,0,0,0,0,7,2,13
CMSC132,104,,23,4,1,0,1,1,1,0,0,0,0,0,0,0,1,14
CMSC132,106,,15,4,1,1,1,0,0,0,0,0,0,0,0,1,3,4
CMSC132,201,"Herman, Laurence Alan",36,7,2,0,3,0,1,0,0,0,0,0,0,1,2,20
CMSC132,202,,34,6,1,0,0,0,1,1,0,0,0,0,0,6,1,18
CMSC132,203,,9,0,0,0,1,0,0,0,0,0,0,0,0,2,0,6
CMSC132,204,,32,3,0,2,4,1,1,0,0,0,1,0,0,5,4,11
CMSC132,206,,31,4,2,1,2,0,0,0,0,0,0,0,0,3,0,19
CMSC132,207,,30,9,3,1,2,0,2,0,0,1,0,0,0,0,2,10
CMSC132,301,"Emad, Fawzi",35,4,3,2,1,1,1,0,0,0,0,0,0,2,1,20
CMSC132,302,,35,4,3,2,1,0,1,0,0,0,0,0,0,1,0,23
CMSC132,303,,35,5,0,1,3,0,3,0,0,0,0,0,0,0,1,22
CMSC132,304,,35,3,0,0,6,0,3,1,0,0,0,0,0,1,3,18
CMSC132,305,,36,3,1,0,4,1,2,0,0,0,0,0,0,1,3,21
CMSC132,306,,35,2,3,1,0,1,3,1,0,0,0,0,0,2,0,22
CMSC132,307,,35,5,1,3,2,2,3,0,0,0,0,0,0,1,1,17
CMSC132,308,,35,3,3,0,1,0,3,0,0,0,0,0,0,0,2,23
CMSC132,401,"Emad, Fawzi",35,2,5,1,1,0,2,1,0,0,0,0,0,2,0,21
CMSC132,402,,35,4,3,3,0,0,2,0,0,0,0,0,0,0,2,21
CMSC132,403,,35,2,5,1,3,2,4,0,0,0,0,0,0,2,1,15
CMSC132,501,"Emad, Fawzi",36,7,4,3,2,1,1,1,0,1,0,0,0,0,4,12
CMSC132,502,,35,5,6,2,2,0,3,0,0,0,0,0,0,2,2,13
CMSC132,503,,35,3,2,2,3,1,2,0,0,2,0,0,0,0,1,19
CMSC133,104,"Padua-Perez, Nelson",12,1,2,6,0,0,1,0,0,0,0,0,0,0,0,2
CMSC216,101,"Shankar, A Udaya",18,0,1,1,1,0,0,0,0,0,0,0,0,2,3,10
CMSC216,102,,17,0,1,1,2,0,0,0,0,0,0,0,0,2,0,11
CMSC216,103,,32,3,1,0,0,1,1,0,0,0,0,0,0,5,2,19
CMSC216,104,,29,1,2,1,0,0,1,0,1,0,0,0,0,2,4,17
CMSC216,105,,23,2,0,2,0,0,1,0,0,0,0,0,0,0,2,16
CMSC216,106,,37,2,2,1,1,0,1,0,0,0,0,0,0,2,4,24
CMSC216,107,,15,1,1,2,1,0,0,0,0,0,0,0,0,0,0,10
CMSC216,108,,12,0,3,1,1,0,0,0,0,0,0,0,0,1,0,6
CMSC216,201,"Yoon, Ilchul",35,4,0,5,0,0,1,0,0,0,0,0,0,0,0,25
CMSC216,202,,36,3,2,3,1,0,2,0,0,0,0,0,0,1,3,21
CMSC216,203,,37,2,3,3,1,2,1,0,0,0,0,0,0,0,3,22
CMSC216,204,,36,1,1,6,2,0,1,0,0,0,0,0,0,1,3,21
CMSC216,205,,36,4,1,3,1,0,3,0,0,0,0,0,0,2,2,20
CMSC216,206,,36,4,2,2,2,0,2,0,0,0,0,0,0,3,2,19
CMSC216,207,,35,5,1,4,2,0,1,0,0,0,0,0,0,1,3,18
CMSC216,208,,35,1,3,3,1,1,1,0,0,0,0,0,0,3,0,22
CMSC216,301,"Yoon, Ilchul",31,3,1,3,2,0,1,0,0,0,0,0,0,1,1,19
CMSC216,302,,30,3,1,2,2,0,0,0,0,0,0,0,0,0,4,18
CMSC216,303,,29,1,0,2,0,0,1,0,1,0,0,0,0,1,1,22
CMSC216,304,,29,2,1,0,0,0,1,0,0,0,0,0,0,2,2,21
CMSC250,101,"Filippou, Iason",11,1,1,0,0,0,2,0,0,0,0,0,0,0,0,7
CMSC250,102,,34,0,2,0,1,2,2,0,0,0,0,0,0,2,1,24
CMSC250,103,,35,2,5,0,1,1,1,0,1,0,0,0,0,1,1,22
CMSC250,104,,35,2,2,0,1,4,2,0,0,0,0,0,0,0,1,23
CMSC250,105,,34,2,1,0,3,1,0,0,0,0,0,0,0,2,1,24
CMSC250,106,,33,4,3,1,2,1,1,0,0,0,0,0,0,1,1,19
CMSC250,107,,33,2,2,1,2,1,2,0,0,1,0,0,0,3,0,19
CMSC250,108,,26,3,3,0,0,0,6,1,0,0,0,0,0,1,0,12
CMSC250,201,"Filippou, Iason",12,0,0,0,0,0,0,0,0,1,0,0,0,1,2,8
CMSC250,202,,19,2,0,1,0,0,0,0,0,0,0,0,0,2,0,14
CMSC250,203,,29,0,1,2,0,1,2,0,0,0,0,0,0,2,3,18
CMSC250,204,,23,1,3,2,0,2,1,0,0,0,0,0,0,1,2,11
CMSC250,205,,16,1,1,0,1,2,1,0,0,0,0,0,0,0,0,10
CMSC250,206,,20,1,4,0,1,0,0,0,0,0,0,0,0,1,0,13
CMSC250,207,,32,2,2,0,1,0,2,1,0,0,0,0,0,1,2,21
CMSC250,208,,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7
CMSC250,301,"Filippou, Iason",5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3
CMSC250,302,,15,0,1,0,0,1,1,0,0,0,0,0,0,0,0,12
CMSC250,303,,7,0,2,1,0,0,0,0,0,0,0,0,0,0,0,4
CMSC250,304,,14,0,3,0,1,0,0,0,0,0,0,0,0,0,0,10
CMSC250,305,,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10
CMSC250,306,,11,0,2,0,1,0,0,0,0,0,0,0,0,0,0,8
CMSC250,307,,33,0,4,1,3,2,4,0,0,1,0,0,0,0,3,15
CMSC320,101,"Corrada Bravo, Hector",297,53,15,157,4,1,4,0,0,0,0,0,0,2,11,50
CMSC330,101,"Mamat, Anwar",40,2,2,2,4,0,3,1,0,0,0,0,0,2,4,20
CMSC330,102,,37,2,2,2,0,1,4,0,0,1,0,0,0,0,2,23
CMSC330,103,,37,5,3,1,3,0,1,1,0,0,0,0,0,0,3,20
CMSC330,104,,36,2,3,2,2,1,4,0,0,0,0,0,0,0,0,22
CMSC330,105,,39,3,1,6,3,1,2,0,0,0,0,0,0,2,1,20
CMSC330,106,,33,3,1,3,2,0,0,0,0,0,0,0,0,2,4,18
CMSC330,107,,40,0,1,1,0,2,5,1,0,0,0,0,0,0,2,28
CMSC330,108,,35,3,1,2,2,0,2,0,0,0,0,0,0,1,2,22
CMSC330,109,,37,2,1,1,2,0,4,0,0,0,0,0,0,2,0,25
CMSC330,201,"Eastman, Roger D.",35,0,5,5,0,0,2,0,0,0,0,0,0,1,3,19
CMSC330,202,,35,3,4,4,3,0,2,0,0,0,0,0,0,2,2,15
CMSC330,203,,34,5,1,2,4,0,2,0,0,0,0,0,0,1,1,18
CMSC330,204,,34,3,4,2,3,0,0,0,0,0,0,0,0,0,3,19
CMSC330,205,,32,2,0,7,2,1,2,0,0,0,0,0,0,0,1,17
CMSC330,206,,31,5,0,8,5,1,2,0,0,0,0,0,0,0,1,9
CMSC330,207,,33,3,2,4,0,1,4,0,0,0,0,0,0,1,2,16
CMSC330,208,,34,4,3,6,4,1,3,0,0,0,0,0,0,0,1,12
CMSC330,209,,33,4,2,1,3,2,3,0,0,0,0,0,0,1,0,17
CMSC351,101,"Kruskal, Clyde P.",302,36,0,13,20,0,10,3,0,2,0,0,0,13,9,196
CMSC351,201,"Teli, Mohammad Nayeem",296,12,11,8,13,13,13,0,0,2,0,0,0,3,11,210
CMSC351,301,"Kruskal, Clyde P.",146,16,0,3,6,0,6,2,0,0,0,0,0,2,5,106
CMSC388J,101,"Marsh, Michael Alan",32,7,3,12,0,0,0,0,0,0,0,0,0,0,0,10
CMSC388L,101,"Golub, Evan",30,6,1,7,1,0,5,0,0,0,0,0,0,1,0,9
CMSC388M,101,"Eastman, Roger D.",30,2,1,5,1,1,3,0,0,0,0,0,0,0,4,13
CMSC389E,101,"Brassel, Alexander Samuel",30,0,0,25,0,0,0,0,0,0,0,0,0,0,3,2
CMSC389K,101,"Dickerson, John Paul",35,4,1,14,1,0,1,0,0,0,0,0,0,1,3,10
CMSC389K,201,"Dickerson, John Paul",34,5,0,8,0,0,0,0,0,0,0,0,0,1,6,14
CMSC389N,101,"Gonzalez, Elias Jonatan",97,29,2,40,1,0,1,0,1,0,0,0,0,0,1,22
CMSC389O,101,"Goldstein, Thomas Aaron",30,13,0,5,1,0,0,0,0,0,0,0,0,1,2,8
CMSC389O,201,"Goldstein, Thomas Aaron",30,10,0,6,4,0,1,0,0,0,0,0,0,0,0,9
CMSC389O,301,"Goldstein, Thomas Aaron",31,8,2,7,0,0,4,0,0,0,0,0,0,0,2,8
CMSC389O,401,"Goldstein, Thomas Aaron",30,14,1,10,0,0,1,0,0,0,0,0,0,0,0,4
CMSC389O,501,"Goldstein, Thomas Aaron",30,10,1,9,0,0,1,0,0,0,0,0,0,0,2,7
CMSC389V,101,"Dickerson, John Paul",30,8,3,9,0,0,2,0,0,0,0,0,0,1,0,7
CMSC389W,101,"Filippou, Iason",31,15,3,2,1,0,0,0,0,0,0,0,0,1,4,5
CMSC396H,101,"Levin, David",18,12,0,4,0,0,0,0,0,0,0,0,0,0,2,0
CMSC411,101,"Hugue, Michelle M.",186,8,11,5,4,5,15,1,0,1,0,0,0,1,3,132
CMSC412,101,"Agrawala, Ashok K.",28,1,6,3,2,0,2,0,1,0,0,0,0,1,1,11
CMSC412,102,,26,4,1,1,0,1,4,0,0,0,0,0,0,4,2,9
CMSC414,101,"Marsh, Michael Alan",94,9,8,2,13,3,11,1,0,0,0,0,0,3,4,40
CMSC414,201,"Levin, David",99,7,8,18,3,2,5,0,1,0,0,0,0,3,2,50
CMSC417,101,"Roy, Nirupam",127,24,20,17,5,1,0,0,0,0,0,0,0,7,12,41
CMSC420,101,"Marsh, Michael Alan",171,43,12,5,4,1,14,1,0,1,0,0,0,1,5,84
CMSC420,301,"Marsh, Michael Alan",140,28,10,11,6,4,10,0,0,2,0,0,0,3,5,61
CMSC421,101,"Tokekar, Pratap",98,49,0,13,13,0,3,0,0,0,0,0,0,0,4,16
CMSC422,101,"Reggia, James A.",101,45,5,1,7,0,0,1,0,0,0,0,0,0,1,41
CMSC422,201,"Feizi, Soheil",96,32,8,11,4,1,7,0,0,0,0,0,0,0,1,32
CMSC423,101,"Patro, Robert Scott",95,11,11,19,3,2,4,0,0,0,0,0,0,2,5,38
CMSC424,101,"Deshpande, Amol",155,10,18,12,1,1,9,0,0,0,0,0,0,3,4,97
CMSC425,101,"Eastman, Roger D.",91,24,10,17,3,1,5,0,0,1,0,0,0,0,1,29
CMSC426,101,"Castillo, Carlos",86,6,3,43,3,0,2,1,0,0,0,0,0,0,5,23
CMSC426,201,"Teli, Mohammad Nayeem",48,14,8,0,1,1,4,0,1,0,0,0,0,2,2,15
CMSC430,101,,89,25,11,18,8,1,2,0,0,0,0,0,0,2,2,20
CMSC433,101,"Mamat, Anwar",153,14,7,12,4,1,5,0,0,0,0,0,0,4,8,98
CMSC434,101,"Golub, Evan",54,8,2,1,7,4,3,0,0,0,0,0,0,0,0,29
CMSC434,201,"Golub, Evan",54,11,1,2,6,3,3,0,0,1,0,0,0,0,0,27
CMSC434,301,"Gilkeson, Scott",50,28,2,10,1,0,1,0,0,0,0,0,0,0,0,8
CMSC435,101,"Purtilo, James M.",46,2,5,3,4,3,6,0,0,0,0,0,0,1,0,22
CMSC435,201,"Vanhoy, Garrett M",52,13,8,8,1,1,1,0,0,0,0,0,0,2,0,18
CMSC436,101,"Keleher, Peter J.",150,17,18,5,4,1,4,0,0,1,0,0,0,3,2,95
CMSC451,101,"Kruskal, Clyde P.",128,14,0,3,11,0,5,1,0,1,0,0,0,5,6,82
CMSC452,101,"Gasarch, William",46,15,0,5,2,0,2,0,0,0,0,0,0,0,3,19
CMSC454,101,"Harris, David Gershon Bressler",12,0,1,2,0,0,0,0,0,0,0,0,0,0,3,6
CMSC457,101,"Wu, Xiaodi",49,4,6,3,2,0,3,0,0,0,0,0,0,2,7,22
CMSC470,101,"Rytting, C Anton",15,1,2,1,1,0,1,0,0,0,0,0,0,0,0,9
CMSC498L,101,"Shrivastava, Abhinav",74,37,3,11,0,0,8,0,0,0,0,0,0,0,2,13
CMSC498O,101,"Battle, Leilani",48,37,5,1,0,0,1,0,0,0,0,0,0,0,0,4
CMSC499A,703,"Lazar, Amanda",5,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0
CMSC711,101,"Bhattacharjee, Samrat",17,5,0,2,1,0,0,1,0,0,0,0,0,1,1,6
CMSC722,101,"Nau, Dana S.",33,18,2,1,0,0,1,0,0,0,0,0,0,0,3,8
CMSC733,101,"Aloimonos, John Yiannis",30,15,3,4,1,0,0,0,0,0,0,0,0,0,0,7
CMSC740,101,"Zwicker, Matthias",37,9,4,12,1,0,1,0,0,0,0,0,0,0,3,7
CMSC754,101,"Mount, Dave",55,20,5,9,2,0,3,0,0,0,0,0,0,0,2,14
CMSC798,108,"Shrivastava, Abhinav",7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2
CMSC798,115,"Feizi, Soheil",5,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0
CMSC800,101,"Duraiswami, Ramani",69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69
CMSC818D,101,"Mazurek, Michelle",31,14,0,9,1,0,0,0,0,0,0,0,0,0,1,6
CMSC818N,101,"Manocha, Dinesh",37,13,6,1,1,0,2,0,0,0,0,0,0,0,1,13
